dsp500_nse0_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
dsp500_nse0_accuracy,0.1315,0.355,0.3365,0.526,0.593,0.704,0.6935,0.7195,0.728,0.7315,0.7385,0.7515,0.7505,0.754,0.7525,0.7465,0.7435,0.7445,0.74,0.7405
dsp500_nse0_AP,0.09475099482623904,0.4299950464727022,0.4820703487151949,0.6041465614944845,0.715171676088133,0.7763728014451762,0.7679850176378387,0.787502513897611,0.7833484489847348,0.7904896952574793,0.801866185148817,0.8072315708441019,0.817351671927758,0.8187244388364963,0.819619794331126,0.8186461298334189,0.8176516889733236,0.8176053384297818,0.8166759636776837,0.8165242097800821
dsp500_nse0_eval,0.5006181142461784,0.3920494994003011,0.40514941812109384,0.320212449505652,0.27980324234801435,0.23357528416521672,0.2297390439614075,0.2135248235086901,0.21225008444994603,0.20942384882559698,0.2042078955494493,0.19982992464574276,0.19626096384168268,0.19617303791288743,0.19523560872112014,0.19707669177020729,0.19763318541952024,0.19767990795504153,0.19871992837510413,0.19926693626865344
