dsp50_nse0.2_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12
dsp50_nse0.2_accuracy,0.0985,0.686,0.7545,0.7715,0.761,0.78,0.7845,0.7845,0.7835,0.7815,0.7785,0.7785,0.759
dsp50_nse0.2_AP,0.10563811803256244,0.78566212931425,0.8347276281249674,0.8444107005945549,0.8268619889722448,0.8509380092030339,0.8569240554164376,0.8571091962307775,0.852400849807089,0.849361557774766,0.8501035620996593,0.8503868266747693,0.8409160793092987
dsp50_nse0.2_eval,0.5231443742754734,0.23690795600497455,0.19800248835664075,0.18284325217403416,0.18820114248189662,0.17766961737167253,0.17236871622648145,0.1722910023064763,0.17431407401335033,0.17606924957643696,0.17534973398598577,0.17668218589394144,0.1842764413914317
