dsp50_nse0.15_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
dsp50_nse0.15_accuracy,0.0875,0.7195,0.7975,0.799,0.8015,0.809,0.812,0.804,0.811,0.797,0.8,0.805,0.8065,0.806,0.819,0.814,0.807,0.81,0.809,0.809
dsp50_nse0.15_AP,0.11552108091217679,0.8342082410538184,0.872971803738195,0.8784407400874198,0.8735253275897424,0.8743760107165292,0.8806290306957983,0.8823537416337819,0.8766858950563237,0.868034665340199,0.8705374415313321,0.8724477988112831,0.8734101748869334,0.8679726630951954,0.8710706527469751,0.8679345103129377,0.8618114052613663,0.8648546284402908,0.8631039404724461,0.8650733257177364
dsp50_nse0.15_eval,0.5061301282154045,0.21589547883207388,0.17265406706874023,0.16532018014615352,0.16375897687480448,0.1597974957022826,0.15827863380598092,0.1580657589794904,0.15832451398100314,0.1661007510558686,0.16149860947973468,0.15971037432628282,0.1574102170992271,0.1595612419485024,0.1552072002415131,0.15750269698976985,0.15925662553017275,0.15850719481211997,0.16029932136307276,0.15993271153865687
