dsp5_nse0.2_epoch,0,1,2,3,4,5,6,7,8,9,10,11
dsp5_nse0.2_accuracy,0.1135,0.816,0.821,0.809,0.809,0.8125,0.822,0.809,0.799,0.813,0.808,0.814
dsp5_nse0.2_AP,0.11938719051729411,0.8939518724697987,0.8962860750838262,0.8882085670156288,0.8943934003144347,0.888461249146814,0.8969326198069206,0.8859326271749903,0.8806763319862375,0.8925954209508934,0.8908984781695141,0.8909039934197496
dsp5_nse0.2_eval,0.4879167895344763,0.15569192089948147,0.15274403298284966,0.16156571139114204,0.1576218772483183,0.15418340735945327,0.15124910408235434,0.15917821906624596,0.1624111421099168,0.15381198214418063,0.15708506848611534,0.15473706791493677
