dsp50_nse0.05_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
dsp50_nse0.05_accuracy,0.095,0.791,0.8265,0.8275,0.846,0.852,0.8305,0.8475,0.8475,0.8385,0.852,0.859,0.8405,0.861,0.8675,0.867,0.865,0.8655,0.8705,0.868,0.871,0.8605,0.845,0.855,0.8665
dsp50_nse0.05_AP,0.0912773829056853,0.8667173621167352,0.9002156299330304,0.9007396399771981,0.9155867908483696,0.9200101892260679,0.9150865646215415,0.9222342837692775,0.9264074141535602,0.9188980897111385,0.9257725328636195,0.9310941791228305,0.9256811692205764,0.9300593135234333,0.9313613866903283,0.9311562498052947,0.9319915339062119,0.9296296176864633,0.9305733289753138,0.9315957603707439,0.9315503925119877,0.9228835429244565,0.9117003247030608,0.9268282612826704,0.930045462245427
dsp50_nse0.05_eval,0.5160127863304891,0.18319572805236456,0.15214528122296245,0.14920675986202586,0.13754302237070612,0.13510780957358975,0.14431252503543074,0.134674840735062,0.13120977075256668,0.14118024106148563,0.12989763040285413,0.1256075071144296,0.13550687117255825,0.1255375394905286,0.1224618345117458,0.1208484690391315,0.12118323974018164,0.12242168287904563,0.11920521524209486,0.11902780902619159,0.11933569770536201,0.1278219917277342,0.13671186501325844,0.1258702349124862,0.12022137592211429
