dsp50_nse0.25_epoch,0,1,2,3,4,5,6,7,8,9
dsp50_nse0.25_accuracy,0.1075,0.693,0.731,0.7415,0.756,0.7375,0.732,0.718,0.716,0.711
dsp50_nse0.25_AP,0.11241824477875703,0.7876479288017592,0.8168718065200459,0.8199617722967684,0.8275802624330669,0.8212233845526461,0.8201089873551256,0.8074413281274291,0.8137103017387434,0.8138020972364316
dsp50_nse0.25_eval,0.5098107122761695,0.23422701061561513,0.20972819660542705,0.2026657975610969,0.19433978287185832,0.2021616639305244,0.20083804602004138,0.21042329447060415,0.20825201168887766,0.2079693565389123
