dsp500_nse0.15_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
dsp500_nse0.15_accuracy,0.093,0.3755,0.535,0.5905,0.6085,0.6125,0.625,0.6805,0.696,0.701,0.6995,0.696,0.6935,0.689,0.697,0.697,0.698,0.697,0.6955,0.695,0.6955,0.694,0.693,0.6925,0.692
dsp500_nse0.15_AP,0.10736174087008699,0.43148806659920097,0.5499380216343497,0.6248317683920208,0.6264853661840322,0.6423968673558135,0.690776382989211,0.7358322110966886,0.751589882408499,0.7456233337834879,0.7515375647799756,0.7520810129362104,0.7525113303762957,0.750561616204367,0.754529039065442,0.7544994956286761,0.7553451585746147,0.7549328001632049,0.7554607969579297,0.755729518244485,0.7557648248923579,0.755793277778282,0.7555246426719033,0.7555317476269975,0.7553540644329905
dsp500_nse0.15_eval,0.4975106090489817,0.3966693598977364,0.3303919486481941,0.2912137560998696,0.28316215815010093,0.27709452844804516,0.2641767474326016,0.2411223444044004,0.23051149536460294,0.23181070287205938,0.22657909272773546,0.22604867579940252,0.2260205479088885,0.22823803367387724,0.2257955445305357,0.22588706186507657,0.22541233553309772,0.22548770881521069,0.22570603598821426,0.22539240729339552,0.2254762164591628,0.2254684494262819,0.2258382840103307,0.22585750542205266,0.2257937944840512
