dsp500_nse0.05_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
dsp500_nse0.05_accuracy,0.1035,0.403,0.538,0.5975,0.6275,0.646,0.6945,0.7035,0.7025,0.724,0.723,0.731,0.7285,0.734,0.731,0.733,0.7305,0.731,0.7305,0.731,0.731,0.732,0.734,0.732,0.731,0.7315,0.7335,0.7335,0.7335,0.733
dsp500_nse0.05_AP,0.12089862575478358,0.4072645717900046,0.5256838674602231,0.6269818687206818,0.6673562686507608,0.7137572394393159,0.7564916563718078,0.7707033582135011,0.7567556074135423,0.7838292332593467,0.7865899681962699,0.7973770386359885,0.8036462626261323,0.8008992502388006,0.8045515651265186,0.8031789765934232,0.8042708604081563,0.8029066788827055,0.8043480929741605,0.8045187520853867,0.804716751155446,0.8044766458182929,0.805216287726212,0.8036945144191808,0.806701136884174,0.8039221912673075,0.8048433817384064,0.8048642696215484,0.8047272748749974,0.8049026917256559
dsp500_nse0.05_eval,0.5139335342072038,0.38058029190463766,0.33112700784574495,0.28664326955155,0.2674315010391601,0.2526860040772814,0.2339726700451281,0.2253982631507622,0.22921966710404398,0.2134446241145927,0.21301830371388888,0.2039432828706852,0.20308379785644723,0.20250639947845026,0.2032594236006758,0.20193719299864143,0.20291956982049927,0.20131195842959343,0.20159721783736614,0.20099325460297945,0.20126401209843017,0.20083203722863704,0.20122857262074556,0.2010104715398465,0.20033735369224287,0.20082402430086188,0.2013168258365927,0.2013332124621009,0.20155910823391585,0.20154514548884403
