dsp500_nse0.25_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
dsp500_nse0.25_accuracy,0.1045,0.4145,0.4555,0.581,0.5985,0.618,0.635,0.649,0.658,0.66,0.6545,0.6495,0.6485,0.648,0.6445
dsp500_nse0.25_AP,0.1142716838224267,0.4363854325110122,0.5467465426987185,0.6256926944253344,0.6513742202024245,0.6579539200954498,0.6751959570168128,0.6969631858960827,0.705816951926432,0.7076875506217644,0.707321878986859,0.7071812508555224,0.7058519060571816,0.706277758702962,0.704549950401029
dsp500_nse0.25_eval,0.4873259482595452,0.3782827924230021,0.3445412748895574,0.2984561204405643,0.28717421600098747,0.2810345012564136,0.27089114695053557,0.2540252617880857,0.2515577150039578,0.25112621276126756,0.25161071954374115,0.25215854481651573,0.2523715639415814,0.2527603018676753,0.25344729833727575
