dsp50_nse0.1_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
dsp50_nse0.1_accuracy,0.119,0.787,0.814,0.833,0.832,0.843,0.8475,0.8465,0.841,0.8405,0.844,0.8545,0.842,0.8455,0.847,0.844,0.8325
dsp50_nse0.1_AP,0.1064420871048873,0.8680192265229266,0.8890906120079469,0.8939636887312288,0.9051137817662134,0.9029470353702875,0.9069266129220805,0.9019413432873673,0.9041168406216051,0.9019485592041085,0.9063584567289178,0.907452905010895,0.9019893508432391,0.9019988166219118,0.9036207479327165,0.9063256866455891,0.8904636972484085
dsp50_nse0.1_eval,0.5033561219764892,0.19271343149421163,0.16410754261947347,0.1525537707538978,0.14822122898051085,0.14383697544658033,0.13802615402523213,0.14116429673129927,0.14156326313577378,0.14195742959227015,0.1389149223392831,0.13559132291765646,0.1411789526376809,0.13923868041021956,0.13929160816585995,0.13993829167802446,0.1485440779850919
