dsp5_nse0.15_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
dsp5_nse0.15_accuracy,0.0695,0.8495,0.8515,0.859,0.85,0.841,0.8575,0.8615,0.85,0.8395,0.861,0.858,0.864,0.868,0.867,0.862,0.8505,0.8535,0.8525
dsp5_nse0.15_AP,0.09682873286276344,0.9200364221780475,0.9245210313230221,0.9291165782764808,0.9278918860047215,0.9235072862721593,0.9200137658521225,0.9257179717555788,0.920681583274358,0.917300596642896,0.9172303644286914,0.9213710988628339,0.9213011911692748,0.9249312269831055,0.9187046045762436,0.9196831590053314,0.9175489432925088,0.9126578914649354,0.9108893820559537
dsp5_nse0.15_eval,0.5000594912258566,0.13494354635813016,0.1340597531116628,0.12862492785739102,0.12977624970916127,0.1360054234755832,0.1305537237069764,0.12445467567814858,0.13163837750831037,0.13697784464416732,0.12481150681599897,0.12723054010821896,0.12393482756751495,0.12223398359594598,0.12225473982175361,0.12536336747566074,0.13326046331520813,0.12865075138577778,0.1294723557861485
