dsp5_nse0_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
dsp5_nse0_accuracy,0.1115,0.8995,0.913,0.9245,0.933,0.9355,0.9385,0.937,0.942,0.946,0.947,0.941,0.94,0.927,0.9455,0.9485,0.9505,0.9485,0.9535,0.945,0.9505,0.952,0.952,0.9575,0.9535,0.9555,0.9575,0.962,0.9615,0.961,0.959,0.962,0.955,0.958,0.958
dsp5_nse0_AP,0.11600786345462384,0.9614928299903702,0.972235917489513,0.9748604885395235,0.9776871141059352,0.9761189126788935,0.9791375780629782,0.9783544160444778,0.9750838495630493,0.9816270763336181,0.9811621830189127,0.9782365564068918,0.9771998131564784,0.9735848310365919,0.9811289024568632,0.9792441670060736,0.9832527523441523,0.9826089354152421,0.9823941652439654,0.9817925575894231,0.9849247152117758,0.9835691884735601,0.9842567860744275,0.9848449851945891,0.98522556029335,0.98528417365392,0.9855031987126148,0.986018962723376,0.9872867842941317,0.987637046903323,0.9870113093594736,0.987854630494289,0.9860020438377621,0.9854499210095247,0.9870032727076701
dsp5_nse0_eval,0.4920395743341899,0.10151394589296364,0.08991511231608976,0.0830366515288782,0.07889818777386019,0.07844678599427818,0.07558174576170754,0.07506970462095858,0.07214461654175487,0.06856810350722793,0.06692512983541737,0.07069560552915435,0.07339827846958544,0.08290966905274914,0.06893901324113733,0.06560674542172415,0.06624164749652015,0.06697096887299764,0.06435924003401139,0.06881384221294574,0.06581140772843695,0.06532978195265383,0.06508437459198442,0.0621623072167811,0.06452208177191655,0.0641029314870873,0.06157743424447123,0.059246569673602076,0.05913557459472506,0.058580871393950344,0.059549584350045974,0.058612736879175883,0.06124783197517178,0.06030222970588124,0.060543079274041546
