dsp5_nse0.25_epoch,0,1,2,3,4,5,6
dsp5_nse0.25_accuracy,0.0875,0.7845,0.788,0.7765,0.7645,0.7585,0.767
dsp5_nse0.25_AP,0.09891783042373586,0.8630878364023689,0.8651761154973109,0.8577479581758716,0.8468207914016427,0.8332128583136402,0.8421318263076891
dsp5_nse0.25_eval,0.5043825644483645,0.17209434115099123,0.17228154400365916,0.17732398186968298,0.18351635738191108,0.1882629556174037,0.1824292081608354
