dsp5_nse0.1_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
dsp5_nse0.1_accuracy,0.119,0.8615,0.881,0.884,0.867,0.882,0.8995,0.8985,0.9005,0.8885,0.8955,0.8885,0.9,0.9025,0.895,0.895,0.9,0.904,0.911,0.902,0.9115,0.9085,0.9015,0.8985,0.906,0.9075,0.909
dsp5_nse0.1_AP,0.11623999983443123,0.9413207373136483,0.9501393264962212,0.9500991386882942,0.9411755617895847,0.9479310548746941,0.952501163578753,0.9533740319874306,0.9524942179356097,0.9492599185330611,0.9507096744047578,0.9547682905150229,0.9535735885510037,0.9511236877805525,0.9527183095356024,0.9521449881622956,0.9519530499029271,0.9542713438860242,0.9551448487468065,0.9529008708826099,0.9559348701127229,0.9552192530752611,0.9556364659053613,0.9535599869791922,0.9550863461712291,0.9556536258294311,0.9535379351673811
dsp5_nse0.1_eval,0.5045279747512169,0.12446713326170687,0.1145266531552773,0.11401595111726388,0.12159446640362669,0.11301489162203782,0.10306863470567602,0.10176831067143369,0.10368044161748304,0.10826986955892573,0.10436782850237043,0.10544163339256529,0.10007498768792203,0.09983614509148567,0.10214333629827561,0.10440524162534985,0.09826205185148987,0.09693366670904445,0.094774333589958,0.09884699104099844,0.09439762327106914,0.09394280095812517,0.10027635160739715,0.09883507540000139,0.09609098925465293,0.09595949736146264,0.0941712439572581
