dsp500_nse0.1_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
dsp500_nse0.1_accuracy,0.0715,0.2875,0.529,0.568,0.658,0.698,0.688,0.696,0.703,0.7055,0.7065,0.7115,0.719,0.719,0.7185,0.72,0.726,0.7265,0.7265,0.725,0.727,0.7245,0.725,0.7195
dsp500_nse0.1_AP,0.10846721042463858,0.36038882319840276,0.5436301785610025,0.580702529187568,0.6963480575999014,0.7426963584015779,0.7471041503792952,0.7473074711474774,0.7595794895710437,0.75779609256215,0.7583786077889243,0.7638067177281005,0.7693890162722536,0.7699792625023688,0.774413322530102,0.7768516454728811,0.7810740200620296,0.7836788952244991,0.7849038839170753,0.7846892560919628,0.7832837000295666,0.7828000667382072,0.7832210361270401,0.782987816052664
dsp500_nse0.1_eval,0.5121462111447266,0.4067458853265005,0.3169119501305587,0.3062877243755928,0.25034351555502915,0.23074997447529105,0.22977409866039808,0.22702930174481464,0.2235161063573789,0.22288093049339897,0.2214740706138951,0.21821891507345811,0.21518979158116566,0.21499717038703023,0.21352856368891487,0.2117471066314357,0.21041259199837242,0.20903674378926906,0.2077248403154302,0.2080308347996085,0.20871789396597354,0.20936370565644913,0.20930374937842403,0.21000102209160554
