dsp50_nse0_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
dsp50_nse0_accuracy,0.1245,0.793,0.8395,0.862,0.8535,0.8755,0.718,0.876,0.8805,0.8765,0.872,0.8515,0.8765,0.8765,0.883,0.8895,0.8815,0.8855,0.894,0.8935,0.8915,0.8865,0.8915,0.8925,0.8905
dsp50_nse0_AP,0.1101966785229058,0.8879468516325572,0.9153123474845414,0.9262605152581933,0.9253789326438131,0.9392532123726399,0.7764630307762534,0.9412665174914512,0.939438998293659,0.9406248259248018,0.9292454096636218,0.9043877829689834,0.9422548799942243,0.9369038941979987,0.9417803154596693,0.9429074930476362,0.9377473830072216,0.9389416759587725,0.9477260645226366,0.9486531215111118,0.9464319981306186,0.9429311814874101,0.9440015043283513,0.9410012682558666,0.9409695914030702
dsp50_nse0_eval,0.500871975146203,0.1798192747180106,0.14513350926506827,0.12860293136461826,0.13082016084473735,0.1190578221078488,0.22281779987360648,0.11593133019884701,0.11594837101213057,0.11567226175495414,0.11965431115688716,0.13933393204316735,0.11292658675518356,0.11679775932815764,0.11066673671158578,0.1076298772385086,0.11275854775688114,0.11032878103525746,0.10410453623465676,0.10344610375849762,0.10567814667886767,0.1073553576267036,0.10667755429058394,0.1077790297053046,0.10641970632932518
