dsp500_nse0.2_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13
dsp500_nse0.2_accuracy,0.109,0.3335,0.4975,0.5655,0.6345,0.6335,0.6415,0.655,0.663,0.653,0.6555,0.6515,0.65,0.6495
dsp500_nse0.2_AP,0.11116307923795146,0.42161594034808375,0.5453440379065275,0.6323939205976468,0.6838954533606446,0.6940876692157703,0.6999317635759917,0.7210980168953112,0.721504939890288,0.7160165414091623,0.717212059789313,0.7154240700752251,0.715805224490328,0.7137666566085505
dsp500_nse0.2_eval,0.4983017096180639,0.3952819444507101,0.3318504631110218,0.3034977098993652,0.266428589082734,0.26507434638011174,0.25854602942731014,0.24971390216686493,0.24952866118382064,0.25182267576357326,0.2501923333725842,0.2522182709534688,0.25276610373405456,0.2536255738985971
